name,artists,primary_color,album_name,album_image,album_type,spotify_url
The Bug Collector,Haley Heynderickx,null,I Need to Start a Garden,https://i.scdn.co/image/ab67616d0000b2732590c2d33bd70c8bf059591b,album,https://open.spotify.com/track/5nVE45ithgyVocZp5XLAk6
