name,artists,primary_color,album_name,album_image,album_type,spotify_url
Head Hunter,Dance Gavin Dance,null,Head Hunter,https://i.scdn.co/image/ab67616d0000b273efc8869ba941def1ee79ce62,single,https://open.spotify.com/track/5HllOy0J5LuH96EzMLGCPe
We Own The Night,Dance Gavin Dance,null,Instant Gratification,https://i.scdn.co/image/ab67616d0000b273fc52f6fc7dca9af16569fb2b,album,https://open.spotify.com/track/4rc2WNOt2w8BHfQjBC8PO0
Deception,Dance Gavin Dance,null,Mothership,https://i.scdn.co/image/ab67616d0000b273209ec0e7aef2871a5a4c2f49,album,https://open.spotify.com/track/4NuFrArppAgXPZKCbImtiF
The Downfall Of Us All,A Day To Remember,null,Homesick,https://i.scdn.co/image/ab67616d0000b2730b02af77159866fe3e011c76,album,https://open.spotify.com/track/1KHKeIouP04dDtl0EetgED
Hansha,Oceans Ate Alaska,null,Hikari,https://i.scdn.co/image/ab67616d0000b273bdc7298ea8625742c5a6501c,album,https://open.spotify.com/track/3EC4B8QG0trMZFHBbiDKVN
Metamorph,Oceans Ate Alaska,null,Metamorph,https://i.scdn.co/image/ab67616d0000b273a3dda922b38b429ce519d209,single,https://open.spotify.com/track/5vAJ34CDAMijpywxBxyupZ
Strangers,Trash Boat,null,Nothing I Write You Can Change What You've Been Through,https://i.scdn.co/image/ab67616d0000b273e3e40deeb22acc36a81d06b9,album,https://open.spotify.com/track/2WkY0HQfk5S3L1c5ZZ7kij
Shape of my Heart,Oceans Ate Alaska, Songs That Saved My Life,null,Songs That Saved My Life,https://i.scdn.co/image/ab67616d0000b273de35e226fe1e4566f045e49f,album,https://open.spotify.com/track/7AElDOXcewRJsDztwYSxvG
Almost There,Heart In Hand,null,Almost There,https://i.scdn.co/image/ab67616d0000b2733b9f67bdd278f2114e6dea05,album,https://open.spotify.com/track/6SZ3ckSFgzHxUryrrJToiT
Only Memories,Heart In Hand,null,Only Memories,https://i.scdn.co/image/ab67616d0000b27395cbcf7580972553fd7d3598,album,https://open.spotify.com/track/4Z05NyUdaNW1paMjmJzXt1
The First Night of Autumn,More Than Life,null,Love Let Me Go,https://i.scdn.co/image/ab67616d0000b2736540f35615a5fdcbd5a76132,album,https://open.spotify.com/track/1vj82IFDlGiNpvrtQRyhEB
Hell,Casey,null,Fade,https://i.scdn.co/image/ab67616d0000b2734fd40d872cd3b1e729e2289a,single,https://open.spotify.com/track/5GGbNfec27wSTR7coqcpJK
Erie,Close Your Eyes,null,Empty Hands And Heavy Hearts,https://i.scdn.co/image/ab67616d0000b273169aeb9e03a9d5844804f4d9,album,https://open.spotify.com/track/7mrkrRzgaX36ucMCsAJyuw
Poison Pen Letters,Heart In Hand,null,A Beautiful White,https://i.scdn.co/image/ab67616d0000b273d6a424e0273e90263e8c2298,album,https://open.spotify.com/track/3xPPkSi9UbF9qy7EDkLXf8
Erase Me,Make Them Suffer,null,How To Survive A Funeral,https://i.scdn.co/image/ab67616d0000b273e7e85e2e5e6a17406f13511a,album,https://open.spotify.com/track/0snhTvHSZ5ACrvdcVWeCDS
Rage,Aviana,null,Rage,https://i.scdn.co/image/ab67616d0000b273ee852351eb06e3bf0aa62697,single,https://open.spotify.com/track/013gFBH6Qqs79Zbj7WOdsu
Doomswitch,Make Them Suffer,null,Doomswitch,https://i.scdn.co/image/ab67616d0000b27346ed2365695de346fa0027e8,single,https://open.spotify.com/track/6pUUtKVRmODliJWTyY2pet
