name,artists,primary_color,album_name,album_image,album_type,spotify_url
Next to Me,Mqx,null,Next to Me,https://i.scdn.co/image/ab67616d0000b2732c2ede0a728ffb14e5477ed6,single,https://open.spotify.com/track/6N4ODzJ6yinzWgcgLjwSXW
MIDDLE OF THE NIGHT HARDSTYLE,VEGAS, GYM HARDSTYLE,null,MIDDLE OF THE NIGHT HARDSTYLE,https://i.scdn.co/image/ab67616d0000b273883b1daa2e507076d5e7b02b,single,https://open.spotify.com/track/727MQrSp8sTvbiY35rlMqn
Next to Me - Sped Up Edit,Mqx,null,Next to Me (Sped Up Edit),https://i.scdn.co/image/ab67616d0000b27363a3415ed669ff28870e7b94,single,https://open.spotify.com/track/5SlrolmaIjPaNpHyU4gqpj
So What,Mqx, ilysmoke,null,So What,https://i.scdn.co/image/ab67616d0000b2737288b3d937ea45c3585cc507,single,https://open.spotify.com/track/6a9UFfotJG8kzsZZZRtP2C
Next to Me - Remastered,Mqx,null,Next to Me (Remastered),https://i.scdn.co/image/ab67616d0000b2732d4c87cf46a0e59a0ca29251,single,https://open.spotify.com/track/1NUzp9cwmou9UL4HKcG0BR
AFTER DARK HARDSTYLE,SICK LEGEND,null,AFTER DARK HARDSTYLE,https://i.scdn.co/image/ab67616d0000b273a9cefc550ce7eb25c70c2256,single,https://open.spotify.com/track/2IsOXLuSVAl0EYtgKD82mj
Need You - Sped up Edit,Mqx,null,Need You (Sped up Edit),https://i.scdn.co/image/ab67616d0000b2736a27d7811a619f35e45999ee,single,https://open.spotify.com/track/1fiDBsyvVLUK6wFDdfjif8
Paradise,Mqx, ANIZYZ,null,Paradise,https://i.scdn.co/image/ab67616d0000b273102d0dcd8692de927fe82b6d,single,https://open.spotify.com/track/6kgT5SmYIiucghK4ivRSJB
Fever,Mqx, TR3NVHN,null,Fever,https://i.scdn.co/image/ab67616d0000b27377c87b918729a9c8c4cac9a7,single,https://open.spotify.com/track/5EJQFinyRAOOfoyRwPUNZA
