name,artists,primary_color,album_name,album_image,album_type,spotify_url
Wake Up With You,Bruno Martini, Becky Hill, Magnificence,null,Wake Up With You,https://i.scdn.co/image/ab67616d0000b273166cbeec97c1ddbc7bd70cc9,single,https://open.spotify.com/track/543VnS905CHArJ2oFm17p5
No Scrubs,MOTi,null,No Scrubs,https://i.scdn.co/image/ab67616d0000b27345d721154d75487887425f68,single,https://open.spotify.com/track/0sMA4yM4virFpGKst2Pt1N
Followers,AREA21, Martin Garrix, Maejor,null,Followers,https://i.scdn.co/image/ab67616d0000b27317ed0930fbee767857aea8bf,single,https://open.spotify.com/track/5sPoju3oZHg9Wq5KXxBH3a
One More Time (feat. Maia Wright),Armin van Buuren, Maia Wright,null,One More Time (feat. Maia Wright),https://i.scdn.co/image/ab67616d0000b2738b9414d6611e1b9ded6b9947,single,https://open.spotify.com/track/3y8KOwoAJcYZGBBcwdOXWq
Amárrame,Mon Laferte, Juanes,null,La Trenza,https://i.scdn.co/image/ab67616d0000b273ac6e52ed084e8209691f208f,album,https://open.spotify.com/track/3EK4tGkSiO5xvvB5sM4tln
Belly Dancer,Imanbek, BYOR,null,Belly Dancer,https://i.scdn.co/image/ab67616d0000b273d7bdea3b1f6d05877fb48f38,single,https://open.spotify.com/track/7fZBQnc0zXwVybgCIrQQil
That's The Way,DJ Clue, Mase, Foxy Brown, Fabolous Sport,null,The Professional,https://i.scdn.co/image/ab67616d0000b273c3eb89dbb59d32ab80d397dc,album,https://open.spotify.com/track/0UU7cCdt0DaC93MXPcSGVH
Don't Go Yet,Camila Cabello,null,Don't Go Yet,https://i.scdn.co/image/ab67616d0000b273d24bb6aa36842e45bdd3d1cc,single,https://open.spotify.com/track/1058fW9H3fZA6QjYCdOBad
Before You Gotta Go,Courtney Barnett,null,Things Take Time, Take Time,https://i.scdn.co/image/ab67616d0000b27305f1904e84048385bd801ac7,album,https://open.spotify.com/track/0LQcvjqp41rK1ZBuCaKGbb
Me Voy,Julieta Venegas,null,Limon Y Sal,https://i.scdn.co/image/ab67616d0000b273a043fa84be801dca33dacca1,album,https://open.spotify.com/track/100Tm6z29RfHTdUQ6NIs0s
Party On My Own (feat. FAULHABER),Alok, Vintage Culture, FAULHABER,null,Party On My Own (feat. FAULHABER),https://i.scdn.co/image/ab67616d0000b27377763f2e065b0a4ddb2fe098,single,https://open.spotify.com/track/4c9Py6O1NeuYKbJ8Ok7mTl
Host of a Ghost,Porter,null,Atemahawke,https://i.scdn.co/image/ab67616d0000b273a603ad51ec79e2c07189a93c,album,https://open.spotify.com/track/0HTFDQQb7auJ2dZwXtPK5e
Flava in Ya Ear,Craig Mack,null,Project: Funk Da World,https://i.scdn.co/image/ab67616d0000b27332a551112301b05eee3a1eed,album,https://open.spotify.com/track/3X414ZlCf5U7pcpIaIcUkT
Pineapple,KAROL G,null,OCEAN,https://i.scdn.co/image/ab67616d0000b273813d0c955d8224bd5f919a75,album,https://open.spotify.com/track/24SkzbH7hGhUvqIaKlJ1TY
Conciencia,Gilberto Santa Rosa,null,Dos Clásicos,https://i.scdn.co/image/ab67616d0000b27327e68b8ecd60ba2880267fe7,album,https://open.spotify.com/track/67AiNnqm2FH8jlZGiQUU0g
Jeans,Justin Quiles,null,Jeans,https://i.scdn.co/image/ab67616d0000b2739f30a7acfe68f2f806f10fa5,single,https://open.spotify.com/track/3GtnId3Cm1Xa6joCj08nzW
Amigos Con Derechos,Reik, Maluma,null,Ahora,https://i.scdn.co/image/ab67616d0000b273fa5655f082592103c81d003a,album,https://open.spotify.com/track/4yVO0wOhXsZC1RuPgHP524
Ran Bim Bam (with Rochy RD, Yomel El Meloso, Bryant Grety, Tief El Bellaco) - Remix,Quimico Ultra Mega, Rochy RD, Yomel El Meloso, Bryant Grety, Tief El Bellaco,null,Ran Bim Bam (Remix),https://i.scdn.co/image/ab67616d0000b2730a9de85ccc8a755322ad3edd,single,https://open.spotify.com/track/2HlLAQJS5Myqi79v0503Yp
In My Mind,Dynoro, Gigi D'Agostino,null,In My Mind,https://i.scdn.co/image/ab67616d0000b27328a8a05c3a7ba952c7615ab9,single,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
Millennia,Pixel Terror,null,Millennia,https://i.scdn.co/image/ab67616d0000b27338dcbc7440c13c875750b4ac,single,https://open.spotify.com/track/3zYcdTFPsQrh4az4YY1wmg
Dip It Low,Christina Milian,null,Dip It Low,https://i.scdn.co/image/ab67616d0000b273232a7405e56ad2716bf11acf,single,https://open.spotify.com/track/4L55p6txv9vuCWhpNnY6eY
Canta Corazon,Sexapeal,null,Salsa Caribe Tropical,https://i.scdn.co/image/ab67616d0000b27347134f48442ee5bc11514543,single,https://open.spotify.com/track/5akLI4ULAb1TBc8lWw94gz
Not So Bad (feat. Emie),Yves V, Ilkay Sencan, Emie,null,Not So Bad (feat. Emie),https://i.scdn.co/image/ab67616d0000b2731e21b6874c0a2917f2cb5fe7,single,https://open.spotify.com/track/1XFHbzTikXks9CsMq4v8Q3
Can You Feel My Heart,Varien, Andrew Zink,null,Can You Feel My Heart,https://i.scdn.co/image/ab67616d0000b27314ec368080d7f9eaf9782b54,single,https://open.spotify.com/track/4cuBQhxCjoXW9EX2UqeQwo
PEACE LOVE & WUBZ,LSDREAM, Cojaxx,null,PEACE LOVE & WUBZ,https://i.scdn.co/image/ab67616d0000b273ee2c1d5fb7b992218b17f69a,album,https://open.spotify.com/track/776eASGwFLhvAUYmWZvwrL
Abarajame,Illya Kuryaki & The Valderramas,null,Chaco (Serie Rock Nacional 2004),https://i.scdn.co/image/ab67616d0000b273a5623bcbb62bb9b62938446e,album,https://open.spotify.com/track/3uLlpzZGQCMfhM0kmuI4qn
Crush on You,Lil' Kim,null,Hard Core,https://i.scdn.co/image/ab67616d0000b273726ae3dc88ad807ecf0b1f84,album,https://open.spotify.com/track/1bb6bROP3OXMHcPw84MtmN
2 Die 4,Tove Lo,null,2 Die 4,https://i.scdn.co/image/ab67616d0000b273b60e5a76c9dc9f15a11c913d,single,https://open.spotify.com/track/3QK2bbLCTGoFXFt64e5TBY
Rosas,La Oreja de Van Gogh,null,Lo Que Te Conte Mientras Te Hacias La Dormida,https://i.scdn.co/image/ab67616d0000b273820f6e4afa04594a671e484f,album,https://open.spotify.com/track/4waqcUQWdj0yH26STWl2Rq
Aparentemente,Tony Vega,null,Aparentemente,https://i.scdn.co/image/ab67616d0000b2733ce28547b6756667210e2e18,album,https://open.spotify.com/track/0zzefXVPBBbeD24QwaOKcF
