name,artists,primary_color,album_name,album_image,album_type,spotify_url
No Type,Rae Sremmurd,undefined,SremmLife,https://i.scdn.co/image/ab67616d0000b2734ca3fb4517ff722918877460,album,https://open.spotify.com/track/4scpF6J5uMBvoh6sFB7EL1
Black Beatles,Rae Sremmurd, Gucci Mane,undefined,SremmLife 2 (Deluxe),https://i.scdn.co/image/ab67616d0000b273881fb62d913fe712fc2e1c95,album,https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo
COMPL1CADO,FUFU,undefined,COMPL1CADO,https://i.scdn.co/image/ab67616d0000b27325413304b8a8e626a5742bf5,single,https://open.spotify.com/track/09LiLT8Uh9CgJSXV6RDU5O
4K,Duckwrth, PHABO,undefined,SG8*,https://i.scdn.co/image/ab67616d0000b273a6294b2dee08310a2801b9b6,album,https://open.spotify.com/track/1p6l9BLXN9sayRzl2snCpv
Shotta Flow (Feat. Blueface) [Remix],NLE Choppa, Blueface,undefined,Shotta Flow (Feat. Blueface) [Remix],https://i.scdn.co/image/ab67616d0000b273349a68e6e92380dc2ecb54b5,single,https://open.spotify.com/track/67XyC1GdSkKb9sbRRkUDXS
15,The Space Ocean,undefined,Details Vanish,https://i.scdn.co/image/ab67616d0000b273392f741bf762932cf172566d,album,https://open.spotify.com/track/45rpQzLQWofg1S8ULBuEVk
Aire,Tobi, Midel, Santos Cuneo,undefined,Aire,https://i.scdn.co/image/ab67616d0000b273f1ec07089de7b0230791026d,single,https://open.spotify.com/track/34oPdc31U4MJ8fyAIKcv3s
Lil Wayne,Trippie Redd,undefined,!,https://i.scdn.co/image/ab67616d0000b273f6f4f6d474b1de48e0ff1889,album,https://open.spotify.com/track/40shLUuowIKHOAc7pPFpky
Sun down,Anonymuz,undefined,There Is No Threat,https://i.scdn.co/image/ab67616d0000b27386b79a0e881c9281507430ab,album,https://open.spotify.com/track/6hbuiESjciPJTUDFoAKvwN
WHATADAY,T-Choppa,undefined,WHATADAY,https://i.scdn.co/image/ab67616d0000b2739e6560333b22a106e2d5dfeb,single,https://open.spotify.com/track/6xLN4IRwUdkZyU2hO5QUxP
Neighbors,J. Cole,undefined,4 Your Eyez Only,https://i.scdn.co/image/ab67616d0000b273f4ca75192df162f78a24023e,album,https://open.spotify.com/track/0utlOiJy2weVl9WTkcEWHy
Cigarettes,Juice WRLD,undefined,Fighting Demons (Deluxe),https://i.scdn.co/image/ab67616d0000b2737459992b444de38842b9bee7,album,https://open.spotify.com/track/1CfuBY3BDdKpooQ9L5zgUc
PRIDE.,Kendrick Lamar,undefined,DAMN.,https://i.scdn.co/image/ab67616d0000b2738b52c6b9bc4e43d873869699,album,https://open.spotify.com/track/6IZvVAP7VPPnsGX6bvgkqg
Surround Sound (feat. 21 Savage & Baby Tate),JID, 21 Savage, Baby Tate,undefined,The Forever Story,https://i.scdn.co/image/ab67616d0000b2736de37e432e720323f4e31edc,album,https://open.spotify.com/track/46b23Nj2UftnN8jSWz4VR5
Demons,Joji,undefined,In Tongues (Deluxe),https://i.scdn.co/image/ab67616d0000b2738e947f66f6d4eeaa56a28767,album,https://open.spotify.com/track/77UXyXy6qie0sOtLdEIH4A
Gimme Love,Joji,undefined,Nectar,https://i.scdn.co/image/ab67616d0000b27353f6fa0d2589c6a7174f4b81,album,https://open.spotify.com/track/0HItcI6qN6Dr4MC3CZryQh
HUMBLE.,Kendrick Lamar,undefined,DAMN.,https://i.scdn.co/image/ab67616d0000b2738b52c6b9bc4e43d873869699,album,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
BIZCOCHITO,ROSALÍA,undefined,MOTOMAMI,https://i.scdn.co/image/ab67616d0000b2730c179967a265de0fc76382fe,album,https://open.spotify.com/track/4kXxEhuatrvwrTQycA7s9B
Woah,Lil Baby,undefined,Woah,https://i.scdn.co/image/ab67616d0000b2732444bc008adcac2fa15b0e2a,single,https://open.spotify.com/track/598yNsG1JFrGd4n2kMoz7F
The Bigger Picture,Lil Baby,undefined,The Bigger Picture,https://i.scdn.co/image/ab67616d0000b273c0ee50f512295c64a2c8af3d,single,https://open.spotify.com/track/44gRhRi2OhEf7moAUj6MD1
Pure Cocaine,Lil Baby,undefined,Street Gossip,https://i.scdn.co/image/ab67616d0000b2737cb0c4f7761f6dd66aaca065,album,https://open.spotify.com/track/577YBGuskWkVDCxZrLRB4v
E-ER (feat. Lil Yachty),DJ Scheme, Ski Mask The Slump God, Danny Towers, Lil Yachty,undefined,FAMILY,https://i.scdn.co/image/ab67616d0000b27362700bbd5fe234b42d40b63c,album,https://open.spotify.com/track/4N7i6RfJXMWfkx9Zr6pzkJ
Magnolia,Playboi Carti,undefined,Playboi Carti,https://i.scdn.co/image/ab67616d0000b273e31a279d267f3b3d8912e6f1,album,https://open.spotify.com/track/1e1JKLEDKP7hEQzJfNAgPl
Dance Now (with Kenny Mason),JID, Kenny Mason,undefined,Dance Now (with Kenny Mason),https://i.scdn.co/image/ab67616d0000b273ec7c831cbf5d1d54400792f6,single,https://open.spotify.com/track/6EqF11d0EPJwVynLXu3gvY
Falling Down - Bonus Track,Lil Peep, XXXTENTACION,undefined,Come Over When You're Sober, Pt. 2,https://i.scdn.co/image/ab67616d0000b27355e36b0dc5b0ef008fc85319,album,https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9
There’d Better Be A Mirrorball,Arctic Monkeys,undefined,There’d Better Be A Mirrorball,https://i.scdn.co/image/ab67616d0000b27322ad6386462b75d7371aefae,single,https://open.spotify.com/track/0yowbJnnbTLpr99f9l1uba
Churchill Downs (feat. Drake),Jack Harlow, Drake,undefined,Come Home The Kids Miss You,https://i.scdn.co/image/ab67616d0000b2738e55edb69ca44a25b52b17bb,album,https://open.spotify.com/track/3EMp20j5E42MxfFbsEsIvD
Backstage,Talented Broke Boys, Dillom, Broke Carrey, ill quentin, Kuribo,undefined,Talented Broke Boys, Vol. 1,https://i.scdn.co/image/ab67616d0000b2738234beb3897e6f10556ecb6a,album,https://open.spotify.com/track/6cVelsDYidRl4XxVBmmqIE
Fredo,Muerejoven, Halpe,undefined,Fredo,https://i.scdn.co/image/ab67616d0000b2732f5ef8c14d30d3ad6aeaebab,single,https://open.spotify.com/track/2GyVeVGkk6T5OLMcBHxkND
Eventually,Tame Impala,undefined,Currents,https://i.scdn.co/image/ab67616d0000b2739e1cfc756886ac782e363d79,album,https://open.spotify.com/track/5M4yti0QxgqJieUYaEXcpw
ROCK & ROLLA,Yung Sarria, Kidd Keo,undefined,TRIPPY & TRAPPER,https://i.scdn.co/image/ab67616d0000b273be1225da0b0ad2a562e6c254,album,https://open.spotify.com/track/6uNUPT68fTShpAII3y9aIi
BIG TIME (feat. Future & Lil Baby),DJ Khaled, Future, Lil Baby,undefined,BIG TIME (feat. Future & Lil Baby),https://i.scdn.co/image/ab67616d0000b273c202033dad3f94ce9950eae8,single,https://open.spotify.com/track/161GVsFpy1biuHxHHK9Neo
YUKON (INTERLUDE),Joji,undefined,YUKON (INTERLUDE),https://i.scdn.co/image/ab67616d0000b2734000e324d0fa395ee9b50bd5,single,https://open.spotify.com/track/4RKG6gpLtBrlFX9E9s2nDd
what would you say to your lost self,Thomas Ng, DVRLENE,undefined,what would you say to your lost self,https://i.scdn.co/image/ab67616d0000b273ad46e6681a1ca9e518586cd3,single,https://open.spotify.com/track/07jgeBRRxIA2FICXUouW5v
YUKON (INTERLUDE),Joji,undefined,YUKON (INTERLUDE),https://i.scdn.co/image/ab67616d0000b27385e087e2715d317c33f71a31,single,https://open.spotify.com/track/3ZQLH6uKCfvgkbnMSVNCQe
Cash In Cash Out,Pharrell Williams, 21 Savage, Tyler, The Creator,undefined,Cash In Cash Out,https://i.scdn.co/image/ab67616d0000b2738f0df54fd6043164d7c07ae3,single,https://open.spotify.com/track/3S68RFe1lsdCdTMPIMJM3X
Vivimos Deprisa,Sofía Gabanna, Hard GZ, Lupita's Friends,undefined,Vivimos Deprisa,https://i.scdn.co/image/ab67616d0000b27301321595d38deb9ae3030b8a,single,https://open.spotify.com/track/2B4zfsOe4F1FhQRNx7dBzJ
Quevedo: Bzrp Music Sessions, Vol. 52,Bizarrap, Quevedo,undefined,Quevedo: Bzrp Music Sessions, Vol. 52,https://i.scdn.co/image/ab67616d0000b2731630dd349221a35ce03a0ccf,single,https://open.spotify.com/track/2tTmW7RDtMQtBk7m2rYeSw
too far close,Chase Shakur,undefined,It'll Be Fine,https://i.scdn.co/image/ab67616d0000b2732a525fbb15bb3876e5b46585,album,https://open.spotify.com/track/1rKdNSA119ByMxI9chV5J6
Come a Little Closer,Cage The Elephant,undefined,Melophobia,https://i.scdn.co/image/ab67616d0000b273fb1cb900d28642e668d77b12,album,https://open.spotify.com/track/4sebUbjqbcgDSwG6PbSGI0
then i met her,EKKSTACY,undefined,NEGATIVE,https://i.scdn.co/image/ab67616d0000b2738a4281dc0abc2b840e65bcfe,album,https://open.spotify.com/track/5sFIYKbII6QzRT57hCza5Z
Show Me How,Men I Trust,undefined,Show Me How,https://i.scdn.co/image/ab67616d0000b27340faefaf8ebe0e1564c60faa,single,https://open.spotify.com/track/01TyFEZu6mHbffsVfxgrFn
Notion,The Rare Occasions,undefined,Notion,https://i.scdn.co/image/ab67616d0000b273598721fc8c9dde3f65a73a08,single,https://open.spotify.com/track/0sTlGEld0h8kIPZaKDYUf4
Limbo,Freddie Dredd,undefined,Freddie's Inferno,https://i.scdn.co/image/ab67616d0000b27369b381d574b329409bd806e6,album,https://open.spotify.com/track/37F7E7BKEw2E4O2L7u0IEp
Demonia Baila (feat. Bad Bunny & Brytiago),Jantony, Bad Bunny, Brytiago,undefined,Demonia Baila (feat. Bad Bunny & Brytiago),https://i.scdn.co/image/ab67616d0000b27381f0c8aedb4f373db995dcf5,single,https://open.spotify.com/track/25U0wXA96Ycryw4RDZqiAV
Loca Remix,Mueva Records, KHEA, Bad Bunny, Duki, Cazzu,undefined,Loca Remix,https://i.scdn.co/image/ab67616d0000b273ae5439b6f89d6ef5fe868678,single,https://open.spotify.com/track/3URT2JrBkTjzueCl7c8VAc
Sucio Guapo,Kidd Keo,undefined,Sucio Guapo,https://i.scdn.co/image/ab67616d0000b27345797cb4fd32836b08208a1a,single,https://open.spotify.com/track/3O6qgosmTPliBdsuCIOqMh
Astrals,Nick Satchel,undefined,Astrals,https://i.scdn.co/image/ab67616d0000b2734d11896b66d435577d1e2f56,single,https://open.spotify.com/track/7t3ElDsSHE3tu6mHpkfgZb
Get Go,Subten, Whiney,undefined,Get Go,https://i.scdn.co/image/ab67616d0000b273197e7f4e9a5b83fc7b04f4ac,single,https://open.spotify.com/track/63LUfHIlcOkOaAN2LDgZcf
Time (feat. Potent & Paranoid),Burt Cope, Potent & Paranoid,undefined,Time EP,https://i.scdn.co/image/ab67616d0000b273516c35d7fc7025857f6aa032,single,https://open.spotify.com/track/6n5QOiL0CADu0gCBCM3nXr
On My Mind,Vibe Chemistry,undefined,Entropy,https://i.scdn.co/image/ab67616d0000b2730da710df2a6baa139bc522ee,album,https://open.spotify.com/track/1jQLZdYvUP2G9XzRzfLDGf
Stay (BLVCK CROWZ Edit),Chris El Greco, KURY, BLVCK CROWZ, Luke Madness, Leo,undefined,Stay (BLVCK CROWZ Edit),https://i.scdn.co/image/ab67616d0000b27367dacb4a421f10735f38fd34,single,https://open.spotify.com/track/2yuogJb4gB9nJYCBWkokvS
Elemental,Freaks & Geeks, Emily Makis,undefined,Elemental,https://i.scdn.co/image/ab67616d0000b273afb68db306c437f2c136a7d8,single,https://open.spotify.com/track/2yx33cf8wV4gCCVip2vKMo
Pitchforks & Fire,Dr. Ozi,undefined,Pitchforks & Fire / Formula,https://i.scdn.co/image/ab67616d0000b27374c26850e29a19aa655483c8,single,https://open.spotify.com/track/6TIJQMR0Rnzq7joAqE2eqe
Villainy (feat. Gold & Mikey Rotten),Slushii, Dr. Ozi, Gold, Mikey Rotten,undefined,Villainy (feat. Gold & Mikey Rotten),https://i.scdn.co/image/ab67616d0000b273676429ec1017fc6137c9e522,single,https://open.spotify.com/track/2bA2LG4kX121e3PjKhy5Ol
raining for hours,ame,undefined,grey cloud,https://i.scdn.co/image/ab67616d0000b27302ef99f460f639b15f2575c5,single,https://open.spotify.com/track/3L1JHXiqNOJ57w3n2R3HyU
Dead Roses (Snippet),Slutty Sonny,undefined,Dead Roses (Snippet),https://i.scdn.co/image/ab67616d0000b273179186758a8ea6b837ec6668,single,https://open.spotify.com/track/7EAjcXOPvmqRA43pyhUzqm
Burn,Juice WRLD,undefined,Fighting Demons (Deluxe),https://i.scdn.co/image/ab67616d0000b2737459992b444de38842b9bee7,album,https://open.spotify.com/track/1X8E4vVoOM3BpSQlEDSjjM
HIT,Eighty8,undefined,HIT,https://i.scdn.co/image/ab67616d0000b2737fd30022c6f56796f7e7672f,single,https://open.spotify.com/track/0uMEKd3KOzMjHCIou3McQi
Love Me Again,Yunggoth✰,undefined,Love Me Again,https://i.scdn.co/image/ab67616d0000b273e0c3ff9eeaacd28dbed3aa8c,single,https://open.spotify.com/track/1In2SL7fMVQD06TeMuPJWA
Drowning,EXXCLUSlVE,undefined,Drowning,https://i.scdn.co/image/ab67616d0000b273ff487a54a8ca82faeee82f12,single,https://open.spotify.com/track/19UCiaQpC84PfWrDgdfkRs
Rumor,Moore Kismet, WYN,undefined,UNIVERSE,https://i.scdn.co/image/ab67616d0000b2738710dec2e6afc02e6163b4f1,album,https://open.spotify.com/track/27jOrU9tuRnjR1duA3xZeW
Somewhere,Outer Bobby, Natasha Petit,undefined,Somewhere,https://i.scdn.co/image/ab67616d0000b2735e9bcdb883963146872218d4,single,https://open.spotify.com/track/0eM0wQ7SFfUkqDfx9eFUms
Aura,Kumarion,undefined,Aura,https://i.scdn.co/image/ab67616d0000b27369b809ea23d4e8a09066c1f1,single,https://open.spotify.com/track/538IL5DHWHdD0vRUFIfMoM
Lost Honor,Surf Curse,undefined,Lost Honor,https://i.scdn.co/image/ab67616d0000b27366f6a552c0b858fb65b3a402,single,https://open.spotify.com/track/41BwZHot0x72eob0eQGmcO
hot girl bummer (with Khea) - Khea Remix,blackbear, KHEA,undefined,hot girl bummer (with Khea) [Khea Remix],https://i.scdn.co/image/ab67616d0000b273da8c35c5add0f9bcc84d3e13,single,https://open.spotify.com/track/0QlT8brSPmDnGGOhIKEYC8
Ultimate,Denzel Curry,undefined,Ultimate,https://i.scdn.co/image/ab67616d0000b273b9c31bc080dd46b38bbafce2,single,https://open.spotify.com/track/6R0GRYk2vs2XuBVemYK5YZ
Take Me Down,AC13,undefined,Take Me Down / Scanning Pages,https://i.scdn.co/image/ab67616d0000b273aa5378537a41f59ce7c7cf62,single,https://open.spotify.com/track/3lBw5EO1SQzTCIkPuO48o8
Raver,Stunnah, Champion, RileyDeadInside,undefined,Raver,https://i.scdn.co/image/ab67616d0000b2733db817546ff88060c2b87750,single,https://open.spotify.com/track/7L2j6Hgwgr0oVGg0G2V6Of
Lose Control,Bare Up,undefined,Lose Control,https://i.scdn.co/image/ab67616d0000b27330f27ab55c1e949dbc06309b,single,https://open.spotify.com/track/2jVx9xpoypGbdrTlK4jJTS
Baddest,Vibe Chemistry,undefined,Baddest,https://i.scdn.co/image/ab67616d0000b2736836f25098a4266e1b455c85,single,https://open.spotify.com/track/2W2vodjw341bqlgTNPx8mb
Sticky,Drake,undefined,Honestly, Nevermind,https://i.scdn.co/image/ab67616d0000b2738dc0d801766a5aa6a33cbe37,album,https://open.spotify.com/track/4rmVZajAF7PkrCagGPHbqa
Empty,Juice WRLD,undefined,Death Race For Love (Bonus Track Version),https://i.scdn.co/image/ab67616d0000b2738b27d35aa2c6dcf99895d664,album,https://open.spotify.com/track/3T06rGO2dVEntMvym0vpQu
Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage),Nardo Wick, G Herbo, Lil Durk, 21 Savage,undefined,Who is Nardo Wick?,https://i.scdn.co/image/ab67616d0000b27304791a385c035c1642c80b8f,album,https://open.spotify.com/track/7ACW7VpgoKmfM1sKo15UhX
TORN,Ramzoid,undefined,TORN,https://i.scdn.co/image/ab67616d0000b2739035a7be91a4e6e1ba05e9f1,single,https://open.spotify.com/track/3RGMcb0K6BR2VoHuT06o9e
Goner,Ramzoid,undefined,Goner,https://i.scdn.co/image/ab67616d0000b273489e0912352c486adcbc6dc6,single,https://open.spotify.com/track/5cNV4yZ8fxUsfmKTel5Smn
9 LIVES,Ramzoid,undefined,9 LIVES,https://i.scdn.co/image/ab67616d0000b2730ae392a1de6759664a1dc4cb,single,https://open.spotify.com/track/6TaVVKTOoqtz7DxXdh6rjs
7 Am Freestyle,Future, Juice WRLD,undefined,Future & Juice WRLD Present... WRLD ON DRUGS,https://i.scdn.co/image/ab67616d0000b273644c510e8d4c02ae69028297,album,https://open.spotify.com/track/1hHe7cirScEJWgAS0JFqTL
STAYING ALIVE (feat. Drake & Lil Baby),DJ Khaled, Drake, Lil Baby,undefined,STAYING ALIVE (feat. Drake & Lil Baby),https://i.scdn.co/image/ab67616d0000b2731220b2a127399d091dfb4caf,single,https://open.spotify.com/track/36YpCIK6NmhC9i6bvcwcdm
Swimming In Circles,Whitmire, KILLY,undefined,Swimming In Circles,https://i.scdn.co/image/ab67616d0000b273a0668f2a621f7dee7bf78c04,single,https://open.spotify.com/track/2KYl1upj0T1KIozk8Ktfn6
Too Bizarre,heffy, Sol Jay,undefined,Too Bizarre,https://i.scdn.co/image/ab67616d0000b27360587ec6ab10668570b15fa9,single,https://open.spotify.com/track/7mCKlt8WL71SofdQfF7ixL
Que Cojones,Eladio Carrion,undefined,Que Cojones,https://i.scdn.co/image/ab67616d0000b2737c62b55b2009716fa808dc7a,single,https://open.spotify.com/track/22TyikLrwsaXhsL31mewls
Money Trees,Kendrick Lamar, Jay Rock,undefined,good kid, m.A.A.d city,https://i.scdn.co/image/ab67616d0000b2732cd55246d935a8a77cb4859e,album,https://open.spotify.com/track/74tLlkN3rgVzRqQJgPfink
Run It Up (feat. Offset & Moneybagg Yo),Lil Tjay, Offset, Moneybagg Yo,undefined,Destined 2 Win,https://i.scdn.co/image/ab67616d0000b273d7d87bf612566d9ee76199d3,album,https://open.spotify.com/track/5pmvv42h1bcK3frE8CEblt
Dumb Boy,Cold Hart, Ghostrage, Rawska, Brennan,undefined,Dumb Boy,https://i.scdn.co/image/ab67616d0000b273640ab1cd6c7c7e8d85e893df,single,https://open.spotify.com/track/2YkOpi22nrGAspbEBX5aU8
No Stylist,Andre TG, Eladio Carrion,undefined,No Stylist,https://i.scdn.co/image/ab67616d0000b2732c655e3badf596dcd5695bf1,single,https://open.spotify.com/track/1bftZMZTR6zwG88v4QytkM
Un Altre Peto - A COLORS ENCORE,Santa Salut,undefined,Un Altre Peto - A COLORS ENCORE,https://i.scdn.co/image/ab67616d0000b2734e48aeecdbf18d980826bc84,single,https://open.spotify.com/track/1Rcbr3ME0Q0Rqzd7RXExTD
Ethiopia - A COLORS SHOW,Alewya,undefined,Ethiopia - A COLORS SHOW,https://i.scdn.co/image/ab67616d0000b2734218123fd0fc6b3044d49cf9,single,https://open.spotify.com/track/3zIyj9W7UsoR0FvaLpba4Z
Mascarade (feat. Lous and The Yakuza) - A COLORS SHOW,YEИDRY, Lous and The Yakuza,undefined,Mascarade (feat. Lous and The Yakuza),https://i.scdn.co/image/ab67616d0000b273495ddeb3b25dbf506107e9f4,single,https://open.spotify.com/track/7eBQnUcKDi9S3ChSvGZIMg
Black Iverson - A COLORS SHOW,Guapdad 4000,undefined,Black Iverson - A COLORS SHOW,https://i.scdn.co/image/ab67616d0000b27325df8e351d6a9c996cf13865,single,https://open.spotify.com/track/0tQJ7sJqiZjIKEWlhkBY7m
double standard - A COLORS SHOW,Fousheé,undefined,double standard - A COLORS SHOW,https://i.scdn.co/image/ab67616d0000b2736178a1990ae727dc99144a2f,single,https://open.spotify.com/track/5onrXIgqxEeBbkox2evSQL
YIATI POULI M' - A COLORS ENCORE,Marina Satti,undefined,YIATI POULI M' - A COLORS ENCORE,https://i.scdn.co/image/ab67616d0000b2733093e7a64a9f2062084acb6a,single,https://open.spotify.com/track/0AQCNIvfuAf76Ibx9AG6SE
HOTEL LOBBY (Unc & Phew) - A COLORS SHOW,Quavo, Takeoff,undefined,HOTEL LOBBY (Unc & Phew) - A COLORS SHOW,https://i.scdn.co/image/ab67616d0000b27319e2462d9211bade93d05419,single,https://open.spotify.com/track/1qA7crrPzO702kDZgRAhyk
$uicidewave,XTheDolphin,undefined,$UICIDEWAVE//,https://i.scdn.co/image/ab67616d0000b273dc8ff4b607fb7e11e8b94163,single,https://open.spotify.com/track/6ked2J171gyJuzS9szvcBj
LOT OF ME,Lil Tecca,undefined,We Love You Tecca 2,https://i.scdn.co/image/ab67616d0000b273f156ced88fa6920e86ddf11f,album,https://open.spotify.com/track/2ZXxRC6V6AXzMdbLQZMHSB
Hollyhood,Kodak Black,undefined,Institution,https://i.scdn.co/image/ab67616d0000b27325dc1c32dbdd14b8049a3b3f,album,https://open.spotify.com/track/54bM3ODmQGj07tLM24lhkV
Caprisun Fun (feat. Young Thug),YNW Melly, Young Thug,undefined,Just A Matter of Slime,https://i.scdn.co/image/ab67616d0000b27346a15349dc3eb33627800bc7,album,https://open.spotify.com/track/1ymCe0h8GJJCC2ftwHh4eS
Lean Wit Me,Juice WRLD,undefined,Goodbye & Good Riddance,https://i.scdn.co/image/ab67616d0000b273f7db43292a6a99b21b51d5b4,album,https://open.spotify.com/track/3oDkdAySo1VQQG0ptV7uwa
Cámara Lenta,Paulo Londra,undefined,Cámara Lenta,https://i.scdn.co/image/ab67616d0000b273298a313d97e3fd0150e82afc,single,https://open.spotify.com/track/1OphvZqEV1jhzTGfCXSTWX
If I Miss You,Deep October,undefined,If I Miss You,https://i.scdn.co/image/ab67616d0000b273daf91908b975f312be7ce831,single,https://open.spotify.com/track/0YH1lviXVYkyMXyoHAkUvw
Stay High,Juice WRLD,undefined,Legends Never Die,https://i.scdn.co/image/ab67616d0000b2735059100e732e6e17b9adbf09,album,https://open.spotify.com/track/5l5M8rM9XZ10wYHIPwpV0G
Rocking A Cardigan in Atlanta,lil Shordie Scott,undefined,Rocking A Cardigan in Atlanta,https://i.scdn.co/image/ab67616d0000b2735855fc79a3170a82e2a582de,single,https://open.spotify.com/track/0N0h5lXc4HOiLgGb9EZi8m
Solutions,Shakewell, $uicideboy$,undefined,Pray 4 Shakewell,https://i.scdn.co/image/ab67616d0000b27395c7a1f92f14ca6f8adc9c3a,album,https://open.spotify.com/track/17LtbDMKmsO5zTOqVAM27x
Special Guest,Leotrix,undefined,Special Guest EP,https://i.scdn.co/image/ab67616d0000b2739983f714081733f378d30373,single,https://open.spotify.com/track/1xJkYmde9IQYvLfq0lVsSe
New Patek,Lil Uzi Vert,undefined,New Patek,https://i.scdn.co/image/ab67616d0000b273099a7b2bba7b013c1292eacf,single,https://open.spotify.com/track/0Fpen1PTuEnCmOJtUU9Iud
m y . l i f e (with 21 Savage & Morray),J. Cole, 21 Savage, Morray,undefined,The Off-Season,https://i.scdn.co/image/ab67616d0000b27310e6745bb2f179dd3616b85f,album,https://open.spotify.com/track/1D3z6HTiQsNmZxjl7F7eoG
AWOL,Papa Khan,undefined,AWOL,https://i.scdn.co/image/ab67616d0000b273b33b1bec0b527587775aee35,single,https://open.spotify.com/track/5IrorJJdoV7SBTJIQdVkmT
Mine,1nonly,undefined,Mine,https://i.scdn.co/image/ab67616d0000b273b52cbb9b783ed0705d069d75,single,https://open.spotify.com/track/4O1UcKLwZ92kxNTn3u0voN
White Tee (with NO1-NOAH),Summer Walker, NO1-NOAH,undefined,Life On Earth - EP,https://i.scdn.co/image/ab67616d0000b2738423c8534a6a7a010f94bb47,single,https://open.spotify.com/track/5m0eMnsWwzgGsUxe1mhFYR
Emoboy303 (SIDE),Leotrix,undefined,Emoboy303 (SIDE),https://i.scdn.co/image/ab67616d0000b27342d55a440f39b352b1341c29,single,https://open.spotify.com/track/2ziMnQRLBm59mUJ1S8qk2E
Locust - VIP,Skrude,undefined,Hadean EP,https://i.scdn.co/image/ab67616d0000b273eb0b45e2009134f74c8f067f,single,https://open.spotify.com/track/1d5UdIZGo30YtBoCPzb2Vc
Low Key,$uicideboy$,undefined,Now the Moon's Rising,https://i.scdn.co/image/ab67616d0000b273eede8ca62134dd7bdecb6085,album,https://open.spotify.com/track/2nzjXDv6OuRHrHKhfhfB98
Ballin,Eladio Carrion, Omy de Oro, Shootter Ledo,undefined,Ballin,https://i.scdn.co/image/ab67616d0000b2731c2fb6a45fb9c4d30a4bfa9e,single,https://open.spotify.com/track/0baxKexRrQMY0rQtrgPY9I
GIVENCHY,Duki,undefined,GIVENCHY,https://i.scdn.co/image/ab67616d0000b273b661d9d73921e40ae97cb5e4,single,https://open.spotify.com/track/6bTVP50bbtMtD6RGe2cUoQ
Rise,Ace Aura,undefined,Rise,https://i.scdn.co/image/ab67616d0000b273225cf46388f5182dbf482641,single,https://open.spotify.com/track/6w5gGHFUPphXMURSeSQpGG
Aguacero,Bad Bunny,undefined,Un Verano Sin Ti,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,album,https://open.spotify.com/track/2uflssWlCaJ6CbTMOsUpNI
Hollywood Devil,SpaceMan Zack,undefined,In My Room,https://i.scdn.co/image/ab67616d0000b273fd5ac4b92e82a16e4d977107,single,https://open.spotify.com/track/62WDlVXjNo8q1Xp4X8lBUT
ROCK & ROLLA,Yung Sarria, Kidd Keo,undefined,ROCK & ROLLA,https://i.scdn.co/image/ab67616d0000b273317132e3df7a6b65ab9d397a,single,https://open.spotify.com/track/1oofd6oaMMgU2784LHu34v
Tiempo,Miranda,undefined,Tiempo,https://i.scdn.co/image/ab67616d0000b273968045656f2608ad90245f84,single,https://open.spotify.com/track/0Dt6MUYwAg4LDHckZdPXdU
Peace,Nainsy, Pavar Sunil Choudhary,undefined,Peace,https://i.scdn.co/image/ab67616d0000b2737b4dc9d8be1dacde29e99ecf,single,https://open.spotify.com/track/4xrVcDy8bZ2V1i7vLGhukJ
Monsoon,Br*eakfast,undefined,Monsoon,https://i.scdn.co/image/ab67616d0000b27306d9a0206fd0a331e50caa90,single,https://open.spotify.com/track/5CjQFlgu9ciAFCN2jQlsOO
Tantas Vueltas,Muerejoven, Halpe,undefined,Tantas Vueltas,https://i.scdn.co/image/ab67616d0000b2737d68fe35055fcc5a2fe9c6d5,single,https://open.spotify.com/track/3PSk0yVKl6shwu1AfKOGbX
A Swollen Song,Jaxxon D. Silva,undefined,A Swollen Song,https://i.scdn.co/image/ab67616d0000b27348cf8555148c4c53f7ee06d5,single,https://open.spotify.com/track/3dYEodXyPGo2REX8WIURki
Thorns,Phinehas,undefined,The Fire Itself,https://i.scdn.co/image/ab67616d0000b273db60d7cc99c573703a14a4a7,album,https://open.spotify.com/track/6W9Qp2ysHp1WZBlGhqhAG8
ghost boy,Lil Peep,undefined,ghost boy,https://i.scdn.co/image/ab67616d0000b273cd34a8ebb411469b6fd9c3d5,single,https://open.spotify.com/track/19LvG1Uqsk9KyRRYhLC8Ib
Money,The Drums,undefined,Portamento,https://i.scdn.co/image/ab67616d0000b2734c27d14a19e67dac23661031,album,https://open.spotify.com/track/3VIJBrMpvimHEw5wtPh2wB
Young,Vacations,undefined,Vibes,https://i.scdn.co/image/ab67616d0000b2739c93931e7cfa4d8216056795,single,https://open.spotify.com/track/1KIJclzEbNhSVw8tiHPWwE
Naive,Anton Pax,undefined,Naive,https://i.scdn.co/image/ab67616d0000b273f88abf66018a426d46c57cf4,single,https://open.spotify.com/track/6Y9aJYNujfJqzm8oeWKDKd
